,source,generator,graphdta_kd,graphdta_ki,graphdta_ic50,mltle_pKd,vina_score,boltz_affinity,boltz_confidence,smiles,unimol_similarity,tankbind_affinity,drugban_affinity,moltrans_affinity
vdr_unique_G1_8587,G1,,8.988853335380554,8.939630651474001,6.746631622314453,9.43645858764648,-12.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CC=CCCCCCC(C)=C2CCCC2O)CC1O,0.4761904761904761,-9.7,-6.9,-7.0
vdr_unique_G1_8588,G1,,8.832183241844177,8.773150253295896,6.872255265712739,9.47711753845215,-11.9,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCC(C)C(O)C(C)CCCC(C)O)CC(O)CC1O,0.6388888888888888,-9.7,-7.4,-7.0
vdr_unique_G1_8589,G1,,8.880355358123783,8.609746551513672,7.096528112888336,9.40592002868652,-12.3,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCC(O)C(O)CCC)CC(O)CC1O,0.6338028169014085,-9.9,-7.4,-7.4
vdr_unique_G1_859,G1,transmol,6.734080315,5.725592136,7.358660221,8.063526154,-10.3,0.081836998,0.915156782,CCCN(C)CCCNC(=O)c1cc(C(CC)(CC)c2ccc(C#CC(O)(CC)CC)c(C)c2)cn1CC,0.9369855,-9.738975,-8.811445787,-6.903351926
vdr_unique_G1_8590,G1,,8.793639779090881,8.657977199554434,7.187300443649292,9.58213901519775,-11.3,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCC(O)CCC)CC(O)CC1O,0.6571428571428571,-9.9,-7.4,-7.2
vdr_unique_G1_8591,G1,,8.160575866699219,9.046679830551152,6.696337640285491,9.61507892608643,-9.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCCCO)CC1O,0.5857142857142857,-9.9,-7.4,-7.4
vdr_unique_G1_8592,G1,,8.028282344341278,8.740213251113891,6.76243555545807,9.62782669067383,-10.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCCO)CC(O)CC1O,0.6865671641791045,-9.9,-7.4,-7.4
vdr_unique_G1_8593,G1,,7.841320753097534,8.559239053726198,6.2753058075904855,9.576340675354,-10.5,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCCO)CCC(O)C1O,0.4933333333333333,-9.9,-7.4,-7.4
vdr_unique_G1_8594,G1,,8.066470623016357,8.565022230148312,6.691891610622408,9.64369201660156,-11.2,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCO)CC(O)CC1O,0.6818181818181818,-9.9,-7.4,-7.4
vdr_unique_G1_8595,G1,,8.129175305366518,8.452221250534059,6.188622057437898,9.64303588867188,-10.9,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CCO)CCC1O,0.5428571428571428,-9.9,-7.4,-7.4
vdr_unique_G1_8596,G1,,8.518362939357758,8.749659156799314,6.606442868709565,9.64373683929443,-10.9,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CO)CC(O)C(OCCC)C(O)C1O,0.4512195121951219,-9.9,-7.4,-7.4
vdr_unique_G1_8597,G1,,8.40798956155777,8.503164672851565,6.465561389923097,9.61730003356934,-10.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)CO)CC(O)CC1O,0.676923076923077,-9.9,-7.4,-7.4
vdr_unique_G1_8598,G1,,8.232770800590512,8.596993350982661,6.0943896770477295,9.32188224792481,-11.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)O)C(O)C(O)C1O,0.4647887323943662,-9.9,-7.4,-7.2
vdr_unique_G1_8599,G1,,8.545449793338777,8.701082038879386,5.866917967796326,8.18757820129395,-11.2,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)O)CC(O)C(O)C(O)C1O,0.5211267605633803,-9.9,-7.4,-7.0
vdr_unique_G1_86,G1,transmol,6.868027687,8.830652237,7.963136673,9.355571747,-9.6,-1.331486225,0.915489614,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CC2CC(C)(O)C(=O)N2CCCCc2ccccc2)C(CO)C1O,0.95657015,-9.747375,-8.183753941,-7.047026589
vdr_unique_G1_860,G1,transmol,6.83217907,5.972435951,7.30877924,7.955084801,-10.4,-0.032666035,0.923644006,CCCN(C)CCNC(=O)c1cc(C(CC)(CC)c2ccc(C#CC(O)(CC)CC)c(C)c2)cn1CC,0.93903196,-9.740557,-8.108435222,-6.954581414
vdr_unique_G1_8600,G1,,8.617613911628725,8.698199367523195,6.29044246673584,9.50561714172363,-10.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)O)CC(O)C1O,0.5441176470588235,-9.9,-7.4,-7.2
vdr_unique_G1_8601,G1,,8.781519293785095,8.753297567367557,6.511215209960939,9.49214935302734,-12.1,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)O)CC(O)CC1O,0.7258064516129032,-9.9,-7.4,-7.4
vdr_unique_G1_8602,G1,,8.836570799350739,8.658070373535157,5.88379579782486,9.52016639709473,-11.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(C)O)CCC1O,0.5692307692307692,-9.9,-7.4,-7.2
vdr_unique_G1_8603,G1,,7.997212886810302,9.121903228759765,6.924127161502839,7.89003086090088,-10.1,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)(CC)CCCCCCO)CC(O)CC1O,0.6619718309859155,-9.7,-7.4,-7.2
vdr_unique_G1_8604,G1,,8.988587260246277,8.978460741043087,7.190945863723755,9.69776058197022,-11.1,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CC(C)(C)O)CC(O)CC1O,0.7058823529411765,-9.9,-7.4,-7.4
vdr_unique_G1_8605,G1,,8.42846143245697,8.911520957946774,7.113302826881409,9.56477355957031,-11.9,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CC(O)C2OC(=O)C(=C)C2CCC(C)CC)CC1O,0.4444444444444444,-9.7,-7.4,-7.0
vdr_unique_G1_8606,G1,,9.047992825508118,8.81333599090577,6.855795085430145,9.6016788482666,-11.0,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CCCC(C)(C)O)CCC1O,0.6571428571428571,-9.7,-7.4,-7.2
vdr_unique_G1_8607,G1,,9.019897699356076,9.148583412170414,7.0763906836509705,9.6264533996582,-11.2,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CCCCC(C)(C)O)CC1O,0.7101449275362319,-9.7,-7.4,-7.2
vdr_unique_G1_8608,G1,,8.11906635761261,8.88344287872314,7.033354818820955,9.55228710174561,-11.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CCCO)CC(O)CC1O,0.6571428571428571,-9.9,-7.4,-7.4
vdr_unique_G1_8609,G1,,8.469979524612427,8.97116837501527,6.329281210899354,9.22413635253906,-10.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CCO)CC(O)C(O)C(O)CC1O,0.5526315789473685,-9.9,-7.4,-7.2
vdr_unique_G1_861,G1,transmol,8.22355938,7.547212601,5.811245918,8.52495575,-10.8,-2.216501236,0.927675545,CCCOC1C(O)CC(=CC=C2CCCC3(C)C(C(C)SCCC(O)(CC)CC)=CCC23)CC1O,0.94052804,-9.744921,-8.584976522,-6.827448369
vdr_unique_G1_8610,G1,,8.158769845962523,8.804704380035393,6.893662869930267,9.59628677368164,-9.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC)CCO)CC(O)CC1O,0.6521739130434783,-9.9,-7.4,-7.4
vdr_unique_G1_8611,G1,,8.61228358745575,9.247475290298468,6.745218098163607,9.28682136535645,-8.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC2CCC=C2CCOC(C)(C)O)C(C)CCCCCC(C)(C)O)CC(O)CC1O,0.6022727272727273,-9.5,-6.6000000000000005,-7.0
vdr_unique_G1_8612,G1,,8.331941008567808,8.742277669906619,6.682057082653047,9.09815120697022,-12.2,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC=C(C)C)CC(O)CC(=O)CCCC(C)(C)O)CC(O)CC1O,0.65,-9.7,-7.4,-7.0
vdr_unique_G1_8613,G1,,8.804952621459961,9.185810804367058,7.099539637565614,9.47576904296875,-11.0,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC=C(C)O)(CCC)CCC=CC)CC(O)CC1O,0.5609756097560976,-9.7,-6.9,-7.0
vdr_unique_G1_8614,G1,,8.904333651065828,9.100195121765127,6.834768533706663,9.63509082794189,-11.1,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CC=CCC(C)(C)O)CC(O)C(C)C2CCCC(C)OC2=O)CC(O)CC1O,0.5333333333333333,-9.5,-7.4,-7.0
vdr_unique_G1_8615,G1,,8.774375796318054,9.183691167831409,7.011010110378265,7.03891468048096,-11.0,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC#CCCC(C)(C)O)CCCCCC)CCC1O,0.5555555555555556,-9.7,-6.9,-7.0
vdr_unique_G1_8616,G1,,8.7399999499321,9.021586132049553,7.132054984569551,7.54111003875732,-9.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC(C)(C)C)C(CCC)CCCCCCC(C)(C)O)CC(O)CC1O,0.7162162162162162,-9.5,-6.9,-6.5
vdr_unique_G1_8617,G1,,8.900188803672792,8.882992315292364,7.050433397293092,9.6427059173584,-10.5,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC(O)CC=CC)CCC(C)(C)O)CC(O)CC1O,0.6891891891891891,-9.7,-7.4,-7.0
vdr_unique_G1_8618,G1,,8.783583045005797,8.86979007720946,6.834675908088686,9.49474334716797,-12.3,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC)CC(O)CC(O)C2OCCCC2O)CCC1O,0.4367816091954023,-9.9,-7.4,-7.2
vdr_unique_G1_8619,G1,,8.566040515899656,9.16474289894104,6.83880513906479,9.50563430786133,-11.5,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC)CCC(O)CCC(O)(CC)C(C)(C)O)CC(O)C(CCO)C1O,0.4777777777777778,-9.7,-7.1000000000000005,-6.8
vdr_unique_G1_862,G1,transmol,8.176785469,7.823188782,6.383045197,8.201162338,-11.1,-1.719910741,0.921325624,CCCOC1C(O)CC(=CC=C2CCCC3(C)C(C(C)SCCCC(O)(CC)CC)=CCC23)CC1O,0.9328128,-9.745856,-8.043524091,-7.16333674
vdr_unique_G1_8620,G1,,8.75657606124878,9.206621360778817,6.5280284881591815,8.86908626556397,-7.9,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC)CCCC(O)CCC(=CCC)C(=CC=CCO)CC(O)CCCCCCCCCC(C)(C)O)CC1O,0.5051546391752577,-9.5,-6.1000000000000005,-6.3
vdr_unique_G1_8621,G1,,8.545173525810242,9.149076890945436,7.1893447637557975,9.19161701202393,-4.3,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC2OC(=O)C(C)(C)CCCC2C(C)C2CCCCC2(C)CC(O)C2(C)OC2CCC=CCC(C)(C)O)CCC(C)(C)O)C1O,0.3478260869565217,-9.5,-6.1000000000000005,-6.0
vdr_unique_G1_8622,G1,,7.395703375339508,8.778548812866209,6.661351740360262,8.04013824462891,-11.2,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC=C(C)C)CC(O)CCC(O)CCCCO)C1CCC1CCC(O)CC1,0.3936170212765957,-9.5,-6.6000000000000005,-7.0
vdr_unique_G1_8623,G1,,8.8869948387146,8.963334465026858,7.197870552539825,8.88284206390381,-10.0,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCC=C(C)CCCCCC)CCCC(C)(C)O)CC(O)CC1O,0.6708860759493671,-9.7,-6.9,-6.5
vdr_unique_G1_8624,G1,,8.379068374633787,8.80688242912293,6.180489540100099,9.40195465087891,-11.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC(=O)O)CC(O)C2CC2)CC(O)CC1O,0.6025641025641025,-9.9,-7.4,-7.2
vdr_unique_G1_8625,G1,,8.8915194272995,9.104161453247071,6.61182576417923,9.64879035949707,-11.5,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC(C)(C)O)CC(=O)C=CC=CC)CC(O)CC1O,0.6883116883116883,-9.7,-7.4,-7.0
vdr_unique_G1_8626,G1,,8.575501084327698,9.103909063339223,6.657481610774996,9.53743171691895,-11.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC(C)(C)O)CC(O)C2(C)CC(O)C2)CCC1O,0.618421052631579,-9.9,-7.4,-7.0
vdr_unique_G1_8627,G1,,8.211494147777557,8.934550905227661,6.69943553209305,9.45276069641113,-10.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC(C)(C)O)CC(O)CCCO)CC(O)CC1O,0.726027397260274,-9.9,-7.4,-7.0
vdr_unique_G1_8628,G1,,8.671808004379274,9.008833217620849,6.825445234775545,9.66458129882813,-10.1,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC(C)(C)O)CCC(C)(C)O)CC1O,0.7164179104477612,-9.7,-7.4,-7.2
vdr_unique_G1_8629,G1,,8.12689119577408,9.192319440841676,7.23853987455368,6.84368419647217,-8.0,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)(CCCCC#CCCC)CCCCCCC(O)(CC)CCCCC)CC1CC,0.4827586206896552,-9.5,-6.6000000000000005,-6.3
vdr_unique_G1_863,G1,transmol,4.808829784,7.512544632,5.380296707,7.769827843,-11.7,-1.838291526,0.927310586,CCCc1cc(C(O)(CC)CC)ccc1-c1cc(CCc2ccc(CO)c(CO)c2)ccc1C,0.9724474,-9.746637,-7.99401649,-6.697869972
vdr_unique_G1_8630,G1,,8.396469295024872,8.999878406524653,6.28915971517563,9.57951641082764,-11.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)C(=O)O)CC(O)C1O,0.5,-9.9,-7.4,-7.4
vdr_unique_G1_8631,G1,,8.611473083496094,9.112924766540536,7.169253766536713,9.4809627532959,-10.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)C2=CCCC2)CC1O,0.5256410256410257,-9.7,-7.4,-7.0
vdr_unique_G1_8632,G1,,7.747735023498535,9.015118408203122,7.100901663303376,9.25889205932617,-9.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CC(CO)CCO)C(O)CC1O,0.4578313253012048,-9.9,-7.4,-7.4
vdr_unique_G1_8633,G1,,8.998456239700317,9.21045269966125,6.84520447254181,9.56400680541992,-11.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CC(O)C(=CO)CC(O)CCCC(C)(C)O)CC(C)(O)C1O,0.4943820224719101,-9.5,-7.1000000000000005,-6.8
vdr_unique_G1_8634,G1,,8.766867697238922,9.25082669258118,7.095893800258638,9.68991661071777,-10.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CC(O)C(C)(C)O)CC1O,0.5789473684210527,-9.9,-7.4,-7.2
vdr_unique_G1_8635,G1,,8.574461340904234,9.050062227249144,7.071139693260194,9.35224723815918,-10.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CC(O)CC)C(O)CC1O,0.475,-9.9,-7.4,-7.2
vdr_unique_G1_8636,G1,,8.824017107486725,8.881383514404305,7.166693568229676,9.45984745025635,-10.1,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CC(O)CC)CC(O)CC1O,0.6216216216216216,-9.9,-7.4,-7.2
vdr_unique_G1_8637,G1,,8.85416293144226,9.236884689331047,7.356245994567871,9.42228126525879,-12.9,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CC(O)CC2(C)CC(O)CC(O)C(C)(C)C2)CC(O)CC1O,0.5411764705882353,-9.5,-7.4,-6.8
vdr_unique_G1_8638,G1,,8.673917770385744,8.924489498138426,6.496446311473845,9.57547760009766,-11.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CC2CCC(=O)O2)CCC1O,0.4698795180722891,-9.7,-7.4,-7.0
vdr_unique_G1_8639,G1,,8.344244420528412,8.87842979431152,6.835132122039795,9.63210010528564,-12.3,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CC2OC(=O)C(=C)C2CCC)CCCC1O,0.4431818181818182,-9.7,-6.9,-6.8
vdr_unique_G1_864,G1,transmol,5.155901909,6.166167736,4.877064228,7.445702553,-11.3,-1.380337596,0.919207394,CCCc1cc(C(O)(CC)CC)ccc1-c1cc(OCc2ccc(CO)c(CO)c2)ccc1C,0.96749175,-9.752361,-8.882290057,-6.824314791
vdr_unique_G1_8640,G1,,8.909603655338287,8.99307422637939,7.41880029439926,9.25779056549072,-10.0,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CCC(C)(O)CC)CC(O)(CC)CCC=C(C)C1O,0.4456521739130434,-9.7,-6.9,-7.0
vdr_unique_G1_8641,G1,,8.86492282152176,8.861715412139889,7.142645537853241,9.19265651702881,-10.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CCCC#CC=CC)CC(O)CC1O,0.575,-9.7,-6.9,-7.2
vdr_unique_G1_8642,G1,,8.453831970691683,9.025466537475582,7.1362910866737375,9.59494781494141,-10.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CCCC(=O)C(C)C)CC1O,0.5454545454545454,-9.7,-6.9,-7.0
vdr_unique_G1_8643,G1,,8.940459728240965,9.02294440269471,7.238272249698637,9.32632446289063,-10.9,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CCCCCC(C)(C)O)CC(O)CC1O,0.7681159420289855,-9.7,-6.9,-7.0
vdr_unique_G1_8644,G1,,9.004046678543084,8.81619029045106,6.497030675411225,6.69005870819092,-9.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCC)CCCCCCC(C)(C)O)CC(O)C(O)C(O)C1O,0.6025641025641025,-9.7,-7.4,-6.8
vdr_unique_G1_8645,G1,,8.742125511169434,8.955789899826042,6.727622509002685,9.39612770080566,-11.3,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC(C)(C)O)CC(O)C(C)C)CC(O)CC1C,0.6578947368421053,-9.7,-6.9,-7.0
vdr_unique_G1_8646,G1,,8.76476174592972,8.912385416030885,6.459876835346223,9.61090850830078,-10.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC(C)(C)O)CCC(=O)O)CC1O,0.6621621621621622,-9.9,-7.4,-7.2
vdr_unique_G1_8647,G1,,8.715079307556156,8.991213321685793,7.372473180294037,9.36573791503906,-9.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC(C)(C)O)CCC(O)(CC)CC(=O)CC(C)C)CC(O)CC1O,0.654320987654321,-9.5,-6.6000000000000005,-7.0
vdr_unique_G1_8648,G1,,8.806366622447968,9.054033374786377,6.345005989074708,9.29591846466064,-10.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC(C)(C)O)CCC(O)C(C)(C)O)CC(O)C(O)C1O,0.5949367088607594,-9.9,-7.1000000000000005,-7.0
vdr_unique_G1_8649,G1,,8.395489513874054,9.06269898414611,6.8654749393463135,8.5553674697876,-10.3,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC(C)CCCCCCCCC(C)(C)O)CCC2=CCO2)CC(O)CC1O,0.6625,-9.5,-6.6000000000000005,-6.5
vdr_unique_G1_865,G1,transmol,5.871087074,6.174708843,7.017891884,7.940254211,-11.5,-1.272529125,0.920367181,CCCc1cc(C(O)(CC)CC)ccc1-c1cc(OCc2ccc(CO)c(CO)c2)ccc1CC,0.95361304,-9.74899,-7.415402399,-7.142835476
vdr_unique_G1_8650,G1,,8.71349048614502,9.011500978469854,6.749127984046935,9.56298065185547,-10.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC(C)O)CC(O)CC(C)(C)O)CC(O)C(C)C1O,0.5119047619047619,-9.9,-7.4,-6.8
vdr_unique_G1_8651,G1,,8.725167632102966,9.30468072891236,7.042518734931946,9.63160514831543,-9.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC)CC(O)C(C)(C)O)CC1O,0.5714285714285714,-9.9,-7.4,-7.2
vdr_unique_G1_8652,G1,,8.593927383422855,8.987505960464482,6.654636085033417,9.52653884887695,-10.9,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC)CC2OC(=O)CC2O)CCCC1O,0.4651162790697674,-9.7,-7.4,-7.2
vdr_unique_G1_8653,G1,,8.932367801666263,9.028679180145264,7.315884470939636,9.41099357604981,-10.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC)CCC(C)(C)O)CC(O)CC1O,0.7428571428571429,-9.7,-7.4,-7.2
vdr_unique_G1_8654,G1,,8.744304955005648,9.045991420745846,7.279214322566984,9.36962223052979,-11.1,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC)CCCC(C)(C)O)CC(O)CC1C,0.6712328767123288,-9.7,-6.9,-7.2
vdr_unique_G1_8655,G1,,8.884583771228789,9.065359783172616,7.1844645142555255,9.35022354125977,-10.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC)CCCCCC(C)(C)O)CC1O,0.6901408450704225,-9.7,-6.9,-7.2
vdr_unique_G1_8656,G1,,8.535386562347412,8.939728164672859,6.900307655334473,9.28690052032471,-9.9,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC)CCCCCC)CC(O)CC(O)CC1O,0.647887323943662,-9.7,-6.9,-7.0
vdr_unique_G1_8657,G1,,8.77339231967926,9.023488473892218,6.985004663467409,9.10947132110596,-11.2,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC)CCCCCCC(C)(C)O)CC(O)C(C(C)C)CC1O,0.6623376623376623,-9.7,-6.9,-6.5
vdr_unique_G1_8658,G1,,8.398916125297546,8.705647468566891,6.8208319544792175,8.32814502716064,-9.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCC)CCCCCCCCCCCC(C)(C)O)CC(O)C2CCC(O)C(C)C12,0.573170731707317,-9.5,-6.6000000000000005,-6.5
vdr_unique_G1_8659,G1,,8.718998908996584,8.992059183120741,7.04487407207489,9.17340278625488,-8.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCC(C)(C)O)CC2CCCC(O)C2C(C)CCCC(C)O)CC1O,0.6071428571428571,-9.5,-6.6000000000000005,-7.0
vdr_unique_G1_866,G1,transmol,4.91312027,6.283829212,6.561777115,8.569872856,-11.2,-1.330467224,0.926911056,CCCc1cc(C(O)(CC)CC)ccc1-c1cc(OCc2ccc(CO)c(CO)c2)ccc1CCCO,0.9644228,-9.753569,-7.615556163,-6.966418544
vdr_unique_G1_8660,G1,,8.627473115921022,8.85866322517394,6.830352008342742,8.82103157043457,-10.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCC)CC(O)C(C)O)CC(O)CC1O,0.6266666666666667,-9.9,-7.4,-7.0
vdr_unique_G1_8661,G1,,8.188029468059542,9.08103618621826,6.932653188705446,9.35159683227539,-10.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCC)CC(O)CC(C)=O)CC1O,0.4939759036144578,-9.7,-7.4,-7.2
vdr_unique_G1_8662,G1,,8.964520514011383,8.870471620559691,6.810572147369385,9.41021633148193,-10.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCC)CC2OC2CCC=CCC)CC(O)CC1O,0.5411764705882353,-9.7,-6.9,-7.0
vdr_unique_G1_8663,G1,,8.515204191207886,8.746652030944839,7.100856423377991,8.85573673248291,-11.0,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCC)CCCCC(C)(C)O)CC(O)C2OC12,0.5875,-9.7,-6.9,-7.0
vdr_unique_G1_8664,G1,,8.808459997177124,9.032609224319463,7.172174513339996,9.13611793518066,-9.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCC)CCCCCC(C)(C)O)CC(O)CC1O,0.7681159420289855,-9.7,-6.9,-7.0
vdr_unique_G1_8665,G1,,8.216412782669071,8.974595832824702,7.0086479783058175,8.62954235076904,-8.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCC)CCCCCCCC(C)(C)O)CC(O)C(CO)(CCCCCCCCCCO)C1O,0.5465116279069767,-9.5,-6.1000000000000005,-6.3
vdr_unique_G1_8666,G1,,8.648668408393858,8.982302570343013,7.0797393918037415,8.93313503265381,-10.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCC)CCCCCCCC(C)(C)O)CC(O)CC1O,0.7681159420289855,-9.7,-6.6000000000000005,-7.0
vdr_unique_G1_8667,G1,,8.465043902397156,8.89778776168824,6.375591218471529,9.036940574646,-11.4,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCCC(=O)O)CC2CCCC2)CC(O)CC1O,0.5897435897435898,-9.7,-6.9,-7.0
vdr_unique_G1_8668,G1,,8.308853209018707,9.23851280212402,6.90276426076889,9.13689041137695,-10.1,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCCC(C)(O)C(=O)C(=O)O)CC(O)CCCCC)CC1O,0.5287356321839081,-9.5,-7.1000000000000005,-7.0
vdr_unique_G1_8669,G1,,8.859036326408383,9.010337829589844,7.170901894569397,8.9948902130127,-9.6,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCCC)CCCC(C)(C)O)CC(O)CC1O,0.7681159420289855,-9.7,-6.9,-7.0
vdr_unique_G1_867,G1,transmol,5.127365589,5.958931923,6.102931976,8.422431946,-10.8,-0.069965892,0.912558854,CCCc1cc(C(O)(CC)CC)ccc1-c1cc(OCc2ccc(CO)c(CO)c2)ccc1CNCO,0.9519175,-9.757443,-8.967439345,-6.692181874
vdr_unique_G1_8670,G1,,8.616489291191101,8.89918770790099,6.965896070003509,9.26142024993897,-10.0,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCCC)CCCCC(C)O)CC(O)CC1O,0.6301369863013698,-9.7,-6.9,-7.0
vdr_unique_G1_8671,G1,,7.141981363296509,9.095453643798836,7.085842847824098,8.79077911376953,-8.7,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCCCC)CC(O)C(F)CCCC(C)(C)O)CC(O)C(=CCCCCN(C)C)CC1O,0.5,-9.5,-6.1000000000000005,-6.5
vdr_unique_G1_8672,G1,,8.432941436767578,8.886121177673338,6.594199836254118,9.08260822296143,-10.8,,,C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)C(CCCCCCCC)CCC(=O)O)CC(O)CC1O,0.5974025974025974,-9.7,-7.4,-7.0
